4.78785 2.00534 -2.32525 1.44173 1.82713 
0.367398 0.430652 -1.31474 3.27099 0.482086 
5.16016 1.36276 -3.41827 0.202449 0.909674 
4.77367 1.99415 -4.25275 2.33751 4.62537 
1.98184 0.266136 -3.87136 3.07775 2.74471 
5.43416 2.45896 -4.54282 2.20055 2.30927 
2.87684 2.37822 -2.31797 0.294213 1.37739 
4.11237 0.294085 -4.48126 3.42502 1.4085 
0.533792 1.28796 -0.686108 3.23997 2.70637 
2.31069 1.65039 -3.58665 3.17583 4.32034 
1.10652 1.16375 -3.80979 1.94362 4.74597 
5.56498 1.59314 -0.597824 0.66436 3.13036 
4.43421 1.7395 -1.62212 2.09274 5.34015 
5.37464 1.33026 -4.37289 3.0312 2.70359 
1.08814 1.63671 -4.89738 1.41507 4.19608 
1.61243 0.109147 -2.20392 2.98572 4.53395 
1.59807 2.05509 -2.82111 1.1246 4.2168 
0.0537283 2.52418 -4.25751 3.19095 4.44271 
0.610507 1.508 -0.47527 1.28545 5.43134 
5.08973 0.174895 -0.241014 0.0944029 2.67923 
1.48328 1.26245 -2.42718 1.91482 5.02751 
3.66543 2.10572 -3.87666 3.39779 5.51584 
4.49567 0.280675 -3.96516 2.79115 1.71158 
2.94532 1.16291 -5.00504 3.26982 0.231203 
5.47359 1.3434 -2.91578 1.97108 5.19662 
0.915519 1.89438 -3.50488 0.202242 2.31976 
4.60868 0.435611 -3.68477 2.63704 3.18672 
4.11033 1.91653 -2.63144 2.75867 4.58328 
3.53284 2.58953 -4.67605 0.926084 3.31784 
5.61734 0.665857 -1.16373 2.58997 2.31879 
4.96185 1.15583 -0.379735 1.49756 1.56032 
4.40067 0.349496 -1.13319 2.27294 5.05773 
2.19679 1.72432 -3.8651 2.65973 2.04847 
2.63185 2.25854 -0.819109 0.185349 1.33868 
2.08071 1.41774 -2.06766 1.26324 2.43777 
2.97502 1.74255 -4.18945 3.29082 5.11642 
3.1221 1.70009 -4.61776 2.12481 3.55621 
2.79642 2.61421 -3.8481 0.959241 1.742 
0.47264 0.63664 -2.84609 1.7086 0.614369 
4.99909 0.222937 -3.4419 1.5405 3.81292 
1.6862 2.43903 -4.84444 1.96002 5.23315 
